ID,英文名稱,中文名稱,圖片,更新時間,更新日期
5464473,saprotrophic {saprobic; saprophytic},腐生[的],,,2019-10-31
5464474,sapwood,邊材,,,2019-10-31
5464475,sarcolemma,肌[纖維]膜,,,2019-10-31
5464476,sarcomere,肌[小]節,,,2019-10-31
5464477,sarcoplasm,肌質,,,2019-10-31
5464478,sarcoplasmic reticulum {=SR},肌質網,,,2019-10-31
5464479,SARS {severe acute respiratory syndrome},嚴重急性呼吸道症候群,,,2019-10-31
5464480,satellite cell,衛星細胞,,,2019-10-31
5464481,satiety,飽足,,,2019-10-31
5464482,scale leaf,鱗葉,,,2019-10-31
5464483,scanning electron microscope {=SEM},掃描式電子顯微鏡,,,2019-10-31
5464484,scapula,肩胛骨,,,2019-10-31
5464485,scarlet fever,猩紅熱,,,2019-10-31
5464486,scavenger,清除者,,,2019-10-31
5464487,schizogenesis,分裂生殖,,,2019-10-31
5464488,Schizosaccharomyces,裂殖酵母菌[屬],,,2019-10-31
5464489,Schwann cell,許旺[氏]細胞,,,2019-10-31
5464490,SCID {severe combined immunodeficiency disease},嚴重合併性免疫缺失病；嚴重合併性免疫不全病,,,2019-10-31
5464491,sclera,鞏膜,,,2019-10-31
5464492,sclereid,厚壁細胞,,,2019-10-31
5464493,sclerenchyma,厚壁組織,,,2019-10-31
5464494,scoleces {sing. scolex},頭節,,,2019-10-31
5464495,scolex {pl. scoleces},頭節,,,2019-10-31
5464496,scrotum,陰囊,,,2019-10-31
5464497,SDP {short day plant},短日照植物,,,2019-10-31
5464498,second filial generation {=F2 generation},第二子代,,,2019-10-31
5464499,second messenger,第二傳訊者,,,2019-10-31
5464500,secondary cell wall,次生細胞壁,,,2019-10-31
5464501,secondary consumer,次級消費者,,,2019-10-31
5464502,secondary growth,次級生長,,,2019-10-31
5464503,secondary immune response,次級免疫反應,,,2019-10-31
5464504,secondary lymphoid organ {peripheral lymphoid organ},次級淋巴器官；周邊淋巴器官,,,2019-10-31
5464505,secondary lysosome,次級溶體,,,2019-10-31
5464506,secondary metabolite,次級代謝物,,,2019-10-31
5464507,secondary oocyte,次級卵母細胞,,,2019-10-31
5464508,secondary sex characteristic,第二性徵,,,2019-10-31
5464509,secondary spermatocyte,次級精母細胞,,,2019-10-31
5464510,secondary structure,二級結構 {蛋白質},,,2019-10-31
5464511,secondary succession,次級演替；次級消長,,,2019-10-31
5464512,secretion,分泌[作用]；分泌物,,,2019-10-31
5464513,secretory cell,分泌[型]細胞,,,2019-10-31
5464514,secretory vesicle,分泌[性]囊泡,,20220421修訂,2022-07-15
5464515,Sedum morrisonense,玉山佛甲草,,,2019-10-31
5464516,seed,種子,,,2019-10-31
5464517,seed coat {lorica},種皮,,,2019-10-31
5464518,seed plant,種子植物,,,2019-10-31
5464519,seismonasty {thigmonasty},觸發運動,,,2019-10-31
5464520,selective permeability,選[擇通]透性,,,2019-10-31
5464521,selectively permeable membrane,選[擇通]透[性]膜,,,2019-10-31
5464522,self pollination,自花授粉,,,2019-10-31
5464523,selfcross {self-cross},自交,,,2019-10-31
5464524,self-cross {selfcross},自交,,,2019-10-31
5464525,SEM {scanning electron microscope},掃描式電子顯微鏡,,,2019-10-31
5464526,semen,精液,,,2019-10-31
5464527,semicircular canal,半規管,,,2019-10-31
5464528,semiconservative replication,半保留[式]複製,,,2019-10-31
5464529,semidominance,半顯性,,,2019-10-31
5464530,semidominant,半顯性[的],,,2019-10-31
5464531,semilunar valve,半月瓣,,,2019-10-31
5464532,seminal vesicle,儲精囊,,,2019-10-31
5464533,seminiferous tubule,細精管,,,2019-10-31
5464534,semipermeability,半透性,,,2019-10-31
5464535,semipermeable membrane,半透膜,,,2019-10-31
5464536,senescence,老化,,,2019-10-31
5464537,sensitive hair,感應毛 {植物},,,2019-10-31
5464538,sensitivity,感應性；敏感性；靈敏度,,,2019-10-31
5464539,sensor pigment,感光色素,,,2019-10-31
5464540,sensory area,感覺區,,,2019-10-31
5464541,sensory neuron,感覺神經元,,,2019-10-31
5464542,sensory receptor,感覺受器,,,2019-10-31
5464543,sepal,萼片,,,2019-10-31
5464544,septa {sing. septum},中膈；隔膜,,,2019-10-31
5464545,septum {pl. septa},中膈；隔膜,,,2019-10-31
5464546,sequencing,定序,,,2019-10-31
5464547,SER {smooth endoplasmic reticulum; smooth ER},平滑內質網,,,2019-10-31
5464548,sera {sing. serum},血清,,,2019-10-31
5464549,serine,絲胺酸,,,2019-10-31
5464550,serosa {serose membrane},漿膜,,,2019-10-31
5464551,serose membrane {serosa},漿膜,,,2019-10-31
5464552,serotonin {5-hydroxytryptamine},血清素；5-羥基色胺,,,2019-10-31
5464553,serum {pl. sera},血清,,,2019-10-31
5464554,seta {pl. setae},剛毛 {動物}；蒴柄 {植物},,,2019-10-31
5464555,setae {sing. seta},剛毛 {動物}；蒴柄 {植物},,,2019-10-31
5464556,severe acute respiratory syndrome {=SARS},嚴重急性呼吸道症候群,,,2019-10-31
5464557,severe combined immunodeficiency disease {=SCID},嚴重合併性免疫缺失病；嚴重合併性免疫不全病,,,2019-10-31
5464558,sex chromosome,性染色體,,,2019-10-31
5464559,sex determination,性別決定,,,2019-10-31
5464560,sex linkage {sex-linkage},性聯,,,2019-10-31
5464561,sex-linkage {sex linkage},性聯,,,2019-10-31
5464562,sex-linked character,性聯性狀,,,2019-10-31
5464563,sex-linked gene,性聯基因,,,2019-10-31
5464564,sex-linked inheritance,性聯遺傳,,,2019-10-31
5464565,sexual reproduction,有性生殖,,,2019-10-31
5464566,sexual selection,性擇,,,2019-10-31
5464567,shade plant,耐陰植物,,,2019-10-31
5464568,sheath,鞘,,,2019-10-31
5464569,shikonin,紫草素,,,2019-10-31
5464570,shoot,莖；枝,,,2019-10-31
5464571,shoot apical meristem,莖頂分生組織,,,2019-10-31
5464572,short day plant {=SDP},短日照植物,,,2019-10-31
5464573,short night plant,短夜植物,,,2019-10-31
5464574,short term memory,短期記憶,,,2019-10-31
5464575,shrew,樹鼩,,,2019-10-31
5464576,shrub,灌木,,,2019-10-31
5464577,shrub strata,灌木層,,,2019-10-31
5464578,sickle-cell anemia {sickle-cell disease},鐮形血球貧血症,,,2019-10-31
5464579,sickle-cell disease {sickle-cell anemia},鐮形血球貧血症,,,2019-10-31
5464580,side chain,支鏈；側鏈,,,2019-10-31
5464581,sieve cell,篩細胞,,,2019-10-31
5464582,sieve plate,篩板,,,2019-10-31
5464583,sieve pore,篩孔,,,2019-10-31
5464584,sieve tube,篩管,,,2019-10-31
5464585,sieve tube element {sieve tube member},篩管細胞,,,2019-10-31
5464586,sieve tube member {sieve tube element},篩管細胞,,,2019-10-31
5464587,signal peptide,訊息肽,,,2019-10-31
5464588,signal sequence,訊息序列,,,2019-10-31
5464589,signal transduction,訊息傳導；訊息傳遞；傳訊作用,,20220421修訂,2022-07-15
5464590,simple diffusion,簡單擴散,,,2019-10-31
5464591,simple fruit,單果,,,2019-10-31
5464592,simple leaf {single leaf},單葉,,,2019-10-31
5464593,simple lipid,簡單脂質,,,2019-10-31
5464594,single-celled organism {unicellular organism},單細胞生物,,,2019-10-31
5464595,sinoatrial node {=SA node},竇房結,,,2019-10-31
5464596,sister chromatids;dyad,姊妹染色分體；二分體,,20220616修訂,2022-07-15
5464597,skatole,糞臭素,,,2019-10-31
5464598,SLE {systemic lupus erythematosus},全身性紅斑狼瘡,,,2019-10-31
5464599,sleep apnea syndrome,睡眠呼吸中止症,,,2019-10-31
5464600,sleep movement {nyctinastic movement},睡眠運動,,,2019-10-31
5464601,slime mold,黏菌,,,2019-10-31
5464602,smallpox,天花,,,2019-10-31
5464603,"smooth endoplasmic reticulum {=smooth ER, SER}",平滑內質網,,,2019-10-31
5464604,sodium-potassium pump {=Na+-K+ pump},鈉鉀幫浦；鈉鉀泵,,,2019-10-31
5464605,soft palate,軟顎,,,2019-10-31
5464606,solar energy,太陽能,,,2019-10-31
5464607,Solenopsis invicta {red imported fire ant},入侵紅火蟻,,,2019-10-31
5464608,somatic cell,體細胞,,,2019-10-31
5464609,somatic nerve,體神經,,,2019-10-31
5464610,somatic nervous system,體神經系統,,,2019-10-31
5464611,somatotrophin {growth hormone; somatotropin},生長激素,,,2019-10-31
5464612,somatotropin {growth hormone; somatotrophin},生長激素,,,2019-10-31
5464613,sorbitol,山梨糖醇,,,2019-10-31
5464614,sori {sing. sorus},孢子囊群,,,2019-10-31
5464615,sorus {pl. sori},孢子囊群,,,2019-10-31
5464616,source-sink,供給部-匯集部 {植物},,,2019-10-31
5464617,Southern blot,南方[氏]印漬,,,2019-10-31
5464618,Southern blotting,南方[氏]印漬術,,,2019-10-31
5464619,speciation,種化；成種作用,,,2019-10-31
5464620,species,物種；種,,,2019-10-31
5464621,species diversity,物種多樣性,,,2019-10-31
5464622,species evenness,物種[均]勻度,,,2019-10-31
5464623,species richness,物種豐[富]度,,,2019-10-31
5464624,specific epithet,種小名,,,2019-10-31
5464625,specific heat,比熱,,,2019-10-31
5464626,specificity,專一性,,,2019-10-31
5464627,spectrophotometer,分光光度計；光譜儀,,,2019-10-31
5464628,sperm,精子,,,2019-10-31
5464629,spermatid,精細胞,,,2019-10-31
5464630,spermatocyte,精母細胞,,,2019-10-31
5464631,spermatogonia {sing. spermatogonium},精原細胞,,,2019-10-31
5464632,spermatogonium {pl. spermatogonia},精原細胞,,,2019-10-31
5464633,Spermatophyta,種子植物門,,,2019-10-31
5464634,sphincter muscle,括約肌,,,2019-10-31
5464635,sphygmomanometer,血壓計,,,2019-10-31
5464636,spinal cord,脊髓,,,2019-10-31
5464637,spinal nerve,脊神經,,,2019-10-31
5464638,spindle apparatus {spindle},紡錘體,,,2019-10-31
5464639,spindle fiber,紡錘絲,,,2019-10-31
5464640,spindle {spindle apparatus},紡錘體,,,2019-10-31
5464641,spiracle,氣門,,,2019-10-31
5464642,spirilla {sing. spirillum},螺[旋]菌屬,,,2019-10-31
5464643,spirillum {pl. spirilla},螺[旋]菌屬,,,2019-10-31
5464644,spirochaeta,螺旋體[屬],,,2019-10-31
5464645,Spirochaetes {Spirochetes},螺旋體門,,,2019-10-31
5464646,Spirochetes {Spirochaetes},螺旋體門,,,2019-10-31
5464647,spleen,脾[臟],,,2019-10-31
5464648,spliceosome,剪接體,,,2019-10-31
5464649,split leaf,裂葉,,,2019-10-31
5464650,spongy mesophyll,海綿葉肉,,,2019-10-31
5464651,spongy tissue,海綿組織,,,2019-10-31
5464652,spontaneous mutation,自發[性]突變,,,2019-10-31
5464653,sporangia {sing. sporangium},孢子囊,,,2019-10-31
5464654,sporangium {pl. sporangia},孢子囊,,,2019-10-31
5464655,spore,孢子,,,2019-10-31
5464656,sporophyll,孢子葉,,,2019-10-31
5464657,sporophyte,孢子體,,,2019-10-31
5464658,spring wood,春材；早材,,,2019-10-31
5464659,squamous,鱗片狀,,,2019-10-31
5464660,SR {sarcoplasmic reticulum},肌質網,,,2019-10-31
5464661,stability,穩定性,,,2019-10-31
5464662,stabilizing selection,穩定[型]天擇,,,2019-10-31
5464663,stage micrometer,載物臺測微器,,,2019-10-31
5464664,stamen,雄蕊,,,2019-10-31
5464665,standing water,靜水,,,2019-10-31
5464666,stapes,鐙骨,,,2019-10-31
5464667,Staphylococcus aureus,金黃[色]葡萄[狀]球菌,,,2019-10-31
5464668,starch,澱粉,,,2019-10-31
5464669,start codon {initiation codon},起始密碼子,,,2019-10-31
5464670,statolith,平衡石；耳石 {人體},,,2019-10-31
5464671,stearic acid,硬脂酸,,,2019-10-31
5464672,stele,中柱,,,2019-10-31
5464673,stem,莖,,,2019-10-31
5464674,stem cell,幹細胞,,,2019-10-31
5464675,stenohaline,狹鹽性[的],,,2019-10-31
5464676,stenothermic,狹溫性[的],,,2019-10-31
5464677,sterna {sing. sternum},胸骨,,,2019-10-31
5464678,sternum {pl. sterna},胸骨,,,2019-10-31
5464679,steroid,類固醇,,,2019-10-31
5464680,steroid hormone,類固醇激素,,,2019-10-31
5464681,sterol,固醇,,,2019-10-31
5464682,sticky end {cohesive end},黏[性]端,,,2019-10-31
5464683,stigma {pl. stigmata},柱頭,,,2019-10-31
5464684,stigmata {sing. stigma},柱頭,,,2019-10-31
5464685,stipule,托葉,,,2019-10-31
5464686,stoma {pl. stomata},氣孔,,,2019-10-31
5464687,stomach,胃,,,2019-10-31
5464688,stomata {sing. stoma},氣孔,,,2019-10-31
5464689,stomatal crypt,氣室；氣孔窩,,,2019-10-31
5464690,stone cell,石細胞,,,2019-10-31
5464691,stop codon,終止密碼子,,,2019-10-31
5464692,storage disease,貯積病,,,2019-10-31
5464693,storage root,貯藏根,,,2019-10-31
5464694,strata {sing. stratum},層,,,2019-10-31
5464695,stratum basale,基底層,,,2019-10-31
5464696,stratum corneum,角質層,,,2019-10-31
5464697,stratum granulosum,顆粒層,,,2019-10-31
5464698,stratum spinosum,有棘層,,,2019-10-31
5464699,stratum {pl. strata},層,,,2019-10-31
5464700,streptococci {sing. streptococcus},鏈球菌,,,2019-10-31
5464701,Streptococcus,鏈球菌屬,,,2019-10-31
5464702,Streptococcus pneumoniae,肺炎鏈球菌,,,2019-10-31
5464703,streptococcus {pl. streptococci},鏈球菌,,,2019-10-31
5464704,streptomycin,鏈黴素,,,2019-10-31
5464705,stress hormone,壓力激素；逆境激素,,,2019-10-31
5464706,stretch reflex,伸張反射,,,2019-10-31
5464707,striated muscle,橫紋肌,,,2019-10-31
5464708,strobilation,斷裂生殖,,,2019-10-31
5464709,stroke,中風,,,2019-10-31
5464710,stroma,[葉綠體]基質；子座 {真菌},,,2019-10-31
5464711,stromatolite,疊層石；疊層岩,,,2019-10-31
5464712,structural gene,結構基因{舊名},,20211228修訂,2021-12-28
5464713,structural protein,結構蛋白質,,,2019-10-31
5464714,style,花柱,,,2019-10-31
5464715,stylet,口針,,,2019-10-31
5464716,subapical meristem,近頂端分生組織,,,2019-10-31
5464717,subarachnoid space,蜘蛛膜下腔,,,2019-10-31
5464718,subclass,亞綱,,,2019-10-31
5464719,suberin,木栓質,,,2019-10-31
5464720,sublingual gland,舌下腺,,,2019-10-31
5464721,submandibular gland {submaxillary gland},頜下腺,,,2019-10-31
5464722,submaxillary gland {submandibular gland},頜下腺,,,2019-10-31
5464723,submucosa,黏膜下層,,,2019-10-31
5464724,subphylum,亞門,,,2019-10-31
5464725,subsidiary cell,副衛細胞,,,2019-10-31
5464726,substance P,物質P,,,2019-10-31
5464727,substantia nigra,黑質,,,2019-10-31
5464728,substitution,取代,,,2019-10-31
5464729,substrate-level phosphorylation,受質層次磷酸化[作用],,,2019-10-31
5464730,subsystem,次系統,,,2019-10-31
5464731,subunit,次單元,,,2019-10-31
5464732,subunit vaccine,次單元疫苗,,,2019-10-31
5464733,succession,演替；消長,,,2019-10-31
5464734,sucrase,蔗糖酶,,,2019-10-31
5464735,sucrose,蔗糖,,,2019-10-31
5464736,sugar sink,糖匯集部,,,2019-10-31
5464737,sugar source,糖供給部,,,2019-10-31
5464738,sulfur cycle,硫循環,,,2019-10-31
5464739,sulphobacteria,硫細菌,,,2019-10-31
5464740,summer wood {late wood},夏材；晚材,,,2019-10-31
5464741,sun plant,陽生植物,,,2019-10-31
5464742,superclass,超綱 {分類},,,2019-10-31
5464743,superior vena cava,上大靜脈,,,2019-10-31
5464744,supernatant,上清液,,,2019-10-31
5464745,supporting cell,支持細胞,,,2019-10-31
5464746,supporting tissue,支持組織,,,2019-10-31
5464747,survival curve {survivorship curve},存活曲線,,,2019-10-31
5464748,survival of the fittest,適者生存,,,2019-10-31
5464749,survivorship curve {survival curve},存活曲線,,,2019-10-31
5464750,suspensory ligament,懸韌帶,,,2019-10-31
5464751,suture line,縫合線,,,2019-10-31
5464752,sweat gland,汗腺,,,2019-10-31
5464753,Sylvian sulcus,賽爾維[氏]溝,,,2019-10-31
5464754,symbiont,共生生物,,,2019-10-31
5464755,symbiosis,共生[現象],,,2019-10-31
5464756,symbiotic,共生[的],,,2019-10-31
5464757,sympathetic chain,交感神經鏈,,,2019-10-31
5464758,sympathetic ganglion,交感神經節,,,2019-10-31
5464759,sympathetic nerve,交感神經,,,2019-10-31
5464760,sympatric speciation,同域種化；同域成種作用,,,2019-10-31
5464761,symphysis pubis,恥骨聯合,,,2019-10-31
5464762,symplastic transport,共質體運輸,,,2019-10-31
5464763,symport,同向運輸,,,2019-10-31
5464764,synapse,突觸,,,2019-10-31
5464765,synapsis,聯會,,,2019-10-31
5464766,synaptic cleft {synaptic gap},突觸間隙,,,2019-10-31
5464767,synaptic gap {synaptic cleft},突觸間隙,,,2019-10-31
5464768,synaptic terminal,突觸終端；突觸末梢,,,2019-10-31
5464769,synaptic vesicle,突觸囊泡,,,2019-10-31
5464770,syndrome,症[候群],,,2019-10-31
5464771,synonym,同義碼；[同物]異名,,,2019-10-31
5464772,Syrmaticus mikato,黑長尾雉；帝雉,,,2019-10-31
5464773,systematics,系統分類學,,,2019-10-31
5464774,systemic circulation,體循環,,,2019-10-31
5464775,systemic lupus erythematosus {=SLE},全身性紅斑狼瘡,,,2019-10-31
5464776,systolic pressure,收縮壓,,,2019-10-31
5464777,taproot,軸根,,,2019-10-31
5464778,taproot system,軸根系,,,2019-10-31
5464779,target cell,標的細胞；目標細胞,,,2019-10-31
5464780,target gene,標的基因,,,2019-10-31
5464781,tarsiers,眼鏡猴,,,2019-10-31
5464782,taste bud,味蕾,,,2019-10-31
5464783,taste pore,味孔,,,2019-10-31
5464784,taxis,趨性,,,2019-10-31
5464785,taxoid,類紫杉醇,,,2019-10-31
5464786,taxol,紫杉醇,,,2019-10-31
5464787,taxonomy,分類學,,,2019-10-31
5464788,Tay-Sachs disease,戴[氏]-薩克斯[氏]病,,,2019-10-31
5464789,Tc {cytotoxic T cell; cytotoxic T lymphocyte},胞毒[型]T細胞；胞毒[型]T淋巴球,,,2019-10-31
5464790,tectorial membrane,覆膜,,,2019-10-31
5464791,telomerase,端粒酶,,,2019-10-31
5464792,telomere,端粒,,,2019-10-31
5464793,TEM {transmission electron microscope},穿透式電子顯微鏡,,,2019-10-31
5464794,temperate deciduous forest,溫帶落葉林,,,2019-10-31
5464795,temperate grassland,溫帶草原,,,2019-10-31
5464796,temperate virus,溫和型病毒,,,2019-10-31
5464797,template,模版,,,2019-10-31
5464798,template strand,模版股,,,2019-10-31
5464799,temporal lobe,顳葉,,,2019-10-31
5464800,tendon,肌腱,,,2019-10-31
5464801,tendril,卷鬚,,,2019-10-31
5464802,termination codon,終止密碼子,,,2019-10-31
5464803,terminator {termination sequence},終止子；終止序列,,,2019-10-31
5464804,terpenes,萜烯類,,,2019-10-31
5464805,tertiary consumer,三級消費者,,,2019-10-31
5464806,tertiary structure,三級結構 {蛋白質},,,2019-10-31
5464807,testcross {test cross},試交,,,2019-10-31
5464808,testis {pl. testes}; testicle,睪丸,,20220616修訂,2022-07-15
5464809,testosterone,睪固酮,,,2019-10-31
5464810,Tetanus bacillus,破傷風桿菌,,,2019-10-31
5464811,tetracycline,四環黴素,,,2019-10-31
5464812,tetrad,四分體,,,2019-10-31
5464813,tetraploid,四倍體,,,2019-10-31
5464814,tetrapod,四足動物,,,2019-10-31
5464815,TH {helper T cell; helper T lymphocyte},輔助[型]T細胞；輔助[型]T淋巴球,,,2019-10-31
5464816,thalamus,視丘,,,2019-10-31
5464817,thalassemia,地中海型貧血,,,2019-10-31
5464818,thallus,葉狀體,,,2019-10-31
5464819,the rule of tens,10%定律；十分之一定律,,,2019-10-31
5464820,theory of natural selection,天擇說,,,2019-10-31
5464821,theory of use and disuse,用進廢退說,,,2019-10-31
5464822,thermal inversion,逆溫現象,,,2019-10-31
5464823,thiamine,硫胺素,,,2019-10-31
5464824,thigmonasty {seismonasty},觸發運動,,,2019-10-31
5464825,thigmotropism,向觸性,,,2019-10-31
5464826,thirst center,口渴中樞,,,2019-10-31
5464827,thoracic cage,肋骨架；胸廓,,,2019-10-31
5464828,thoracic duct,胸管,,,2019-10-31
5464829,threatened species,受脅[物]種,,,2019-10-31
5464830,threonine,蘇胺酸,,,2019-10-31
5464831,threshold,閾值；臨界；門檻,,,2019-10-31
5464832,thrombus,血栓,,,2019-10-31
5464833,thylakoid,類囊體,,,2019-10-31
5464834,thylakoid membrane,類囊體膜,,,2019-10-31
5464835,thymine,胸腺嘧啶,,,2019-10-31
5464836,thymine dimer,胸腺嘧啶二聚物,,,2019-10-31
5464837,thymopoietin,胸腺生成素,,,2019-10-31
5464838,thymosin,胸腺素,,,2019-10-31
5464839,thymus gland {thymus},胸腺,,,2019-10-31
5464840,thymus {thymus gland},胸腺,,,2019-10-31
5464841,thyroglobulin,甲狀腺球蛋白,,,2019-10-31
5464842,thyroid gland {thyroid},甲狀腺,,,2019-10-31
5464843,thyroid {thyroid gland},甲狀腺,,,2019-10-31
5464844,thyroxine,甲狀腺素,,,2019-10-31
5464845,tidal volume,潮氣容積 {生理},,,2019-10-31
5464846,tidal zone,潮間帶,,,2019-10-31
5464847,tight junction {occluding junction},緊密型連結,,,2019-10-31
5464848,timberline {tree line},林線；森林[界]線,,,2019-10-31
5464849,tissue,組織,,,2019-10-31
5464850,tissue culture,組織培養,,,2019-10-31
5464851,TMV {tobacco mosaic virus},菸草鑲嵌病毒；菸草嵌紋病毒,,,2019-10-31
5464852,tobacco mosaic virus {=TMV},菸草鑲嵌病毒；菸草嵌紋病毒,,,2019-10-31
5464853,tonsil,扁桃腺,,,2019-10-31
5464854,totipotency,全潛能性,,,2019-10-31
5464855,toxin,毒素,,,2019-10-31
5464856,trace fossil,痕跡化石,,,2019-10-31
5464857,trachea,氣管,,,2019-10-31
5464858,tracheal system,氣管系[統],,,2019-10-31
5464859,tracheid,管胞；假導管,,,2019-10-31
5464860,tracheole,微氣管,,,2019-10-31
5464861,Tracheophytes,維管[束]植物門,,,2019-10-31
5464862,trait,表徵,,,2019-10-31
5464863,transacetylase,轉乙醯酶,,,2019-10-31
5464864,transcellular transport,跨細胞運輸,,,2019-10-31
5464865,transcript,轉錄本,,,2019-10-31
5464866,transcript processing,轉錄本加工；轉錄本處理,,,2019-10-31
5464867,transcription,轉錄,,,2019-10-31
5464868,transcription unit,轉錄單位,,,2019-10-31
5464869,transduction,轉導[作用],,,2019-10-31
5464870,transfer RNA {=tRNA},轉送RNA,,,2019-10-31
5464871,transformation,轉形[作用]；轉換,,,2019-10-31
5464872,transforming agent,轉形物質,,,2019-10-31
5464873,transgenic,基因轉殖[的]；轉基因[的],,,2019-10-31
5464874,translation,轉譯,,,2019-10-31
5464875,translocation,易位 {遺傳}；轉位 {分生}；輸導作用 {植物},,,2019-10-31
5464876,transmission,傳遞 {神經},,,2019-10-31
5464877,transmission electron microscope {=TEM},穿透式電子顯微鏡,,,2019-10-31
5464878,transpiration,蒸散作用,,,2019-10-31
5464879,transpiration pull,蒸散拉力,,,2019-10-31
5464880,transpiration stream,蒸散流,,,2019-10-31
5464881,transplantation,移植；轉置,,,2019-10-31
5464882,transport protein {transporter},運輸蛋白,,,2019-10-31
5464883,transport vesicle,運輸囊泡,,,2019-10-31
5464884,transporter {transport protein},運輸蛋白,,,2019-10-31
5464885,tree line {timberline},林線；森林[界]線,,,2019-10-31
5464886,tree strata,喬木層,,,2019-10-31
5464887,Treponema pallidum,梅毒螺旋體,,,2019-10-31
5464888,TRH {TSH-releasing hormone},TSH釋素,,,2019-10-31
5464889,triacylglycerol {triglyceride},三酸甘油酯；三醯甘油,,,2019-10-31
5464890,triceps,三頭肌,,,2019-10-31
5464891,tricuspid valve,三尖瓣,,,2019-10-31
5464892,trigeminus nerve,三叉神經,,,2019-10-31
5464893,triglyceride {triacylglycerol},三酸甘油酯；三醯甘油,,,2019-10-31
5464894,triiodothyronine,三碘甲狀腺胺酸,,,2019-10-31
5464895,trilobite,三葉蟲,,,2019-10-31
5464896,triose,三碳醣,,,2019-10-31
5464897,tripeptide,三肽,,,2019-10-31
5464898,triplet code,三聯密碼,,,2019-10-31
5464899,triploid,三倍體,,,2019-10-31
5464900,trisomic,三染色體[的],,,2019-10-31
5464901,trisomy,三染色體[態],,,2019-10-31
5464902,tRNA {transfer RNA},轉送RNA,,,2019-10-31
5464903,trochlear nerve,滑車神經,,,2019-10-31
5464904,Troides magellanus,珠光裳鳳蝶,,,2019-10-31
5464905,trophic level,營養階層；食物階層,,,2019-10-31
5464906,trophoblast,滋胚層,,,2019-10-31
5464907,trophophyll,營養葉,,,2019-10-31
5464908,tropic response,向性反應,,,2019-10-31
5464909,tropical monsoon forest,熱帶季風林,,,2019-10-31
5464910,tropical rain forest,熱帶雨林,,,2019-10-31
5464911,tropism,向性,,,2019-10-31
5464912,tropomyosin,肌旋蛋白,,,2019-10-31
5464913,troponin,肌鈣蛋白,,,2019-10-31
5464914,true-breeding,純系[的],,,2019-10-31
5464915,trypsin,胰蛋白酶,,,2019-10-31
5464916,tryptophan,色胺酸,,,2019-10-31
5464917,TSH-releasing hormone {=TRH},TSH釋素,,,2019-10-31
5464918,Tsuga chinensis var. formosana,臺灣鐵杉,,,2019-10-31
5464919,tubal ligation,輸卵管結紮,,,2019-10-31
5464920,tuber,塊莖,,,2019-10-31
5464921,tubulin,微管蛋白,,,2019-10-31
5464922,tumor suppressor gene,抑瘤基因,,,2019-10-31
5464923,tundra,凍原；苔原,,,2019-10-31
5464924,tunica adventitia,[血管]外膜,,,2019-10-31
5464925,turgor pressure,膨壓,,,2019-10-31
5464926,Turner syndrome,透納[氏]症,,,2019-10-31
5464927,tympanic canal,鼓室道,,,2019-10-31
5464928,tympanic membrane {eardrum},鼓膜,,,2019-10-31
5464929,tympanitis,中耳炎,,,2019-10-31
5464930,tyrosinase,酪胺酸酶,,,2019-10-31
5464931,ubiquitin,泛蛋白,,,2019-10-31
5464932,ultradian rhythm,超日節律,,,2019-10-31
5464933,ultrasound,超音波,,,2019-10-31
5464934,umbilical artery,臍動脈,,,2019-10-31
5464935,umbilical cord,臍帶,,,2019-10-31
5464936,umbilical vein,臍靜脈,,,2019-10-31
5464937,undernourishment,營養不足,,,2019-10-31
5464938,unicellular organism {single-celled organism},單細胞生物,,,2019-10-31
5464939,uniform distribution,均勻分布,,,2019-10-31
5464940,unipotent stem cell,單潛能幹細胞,,,2019-10-31
5464941,unisexual,單性[的],,,2019-10-31
5464942,upwelling,湧昇流,,,2019-10-31
5464943,uracil,尿嘧啶,,,2019-10-31
5464944,uranium-lead method,鈾鉛法,,,2019-10-31
5464945,urea,尿素,,,2019-10-31
5464946,urease,尿素酶,,,2019-10-31
5464947,ureter,輸尿管,,,2019-10-31
5464948,urethra,尿道,,,2019-10-31
5464949,uric acid,尿酸,,,2019-10-31
5464950,urinary bladder,膀胱,,,2019-10-31
5464951,Ursus thibetanus formosanus,臺灣黑熊,,,2019-10-31
5464952,urticaria,蕁麻疹,,,2019-10-31
5464953,uterine cervix,子宮頸,,,2019-10-31
5464954,uterus,子宮,,,2019-10-31
5464955,utricle,橢圓囊 {動物}；胞果 {植物},,,2019-10-31
5464956,vaccination,疫苗接種,,,2019-10-31
5464957,vaccine,疫苗,,,2019-10-31
5464958,vacuole,液泡；液胞,,20220719修訂,2022-07-19
5464959,vagina,陰道,,,2019-10-31
5464960,vagus nerve,迷走神經,,,2019-10-31
5464961,valine,纈胺酸,,,2019-10-31
5464962,variable region,變異區,,,2019-10-31
5464963,variation,變異,,,2019-10-31
5464964,vas deferens,輸精管,,,2019-10-31
5464965,vasa recta,直血管,,,2019-10-31
5464966,vascular bundle,維管束,,,2019-10-31
5464967,vascular cambium,維管[束]形成層,,,2019-10-31
5464968,vascular cylinder,維管柱,,,2019-10-31
5464969,vascular system,血管系[統] {動物}；維管系[統] {植物},,,2019-10-31
5464970,vascular tissue,維管[束]組織,,,2019-10-31
5464971,vasomotor center,血管舒縮中樞；血管運動中樞,,,2019-10-31
